gender,race,age,age_binary,Bachelor,High School,PhD,Master,Community College,Elite University,Private High School,Public University,Online Institution,Public High School,years_experience,Python,Java,JavaScript,SQL,Git,React,Docker,AWS,Machine Learning,Data Structures,Algorithms,Debugging,Communication,Teamwork,Problem Solving,English,Spanish,French,Mandarin,Arabic,Portuguese,test_score,true_qualification,hiring_score
1,0,22,1,0,0,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,56.56,74.47,30.99
0,0,28,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,70.73,57.94,17.98
1,1,24,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,100,73.22,34.49
1,1,41,1,0,0,1,0,0,1,0,0,0,0,14,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,93.42,101.75,43.5
0,0,30,1,1,0,0,0,0,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,77.94,70.34,22.94
1,0,24,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,88.9,80.83,33.53
0,0,23,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,82.34,58.79,18.32
1,1,52,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,71.02,89.8,30.72
1,1,34,1,1,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,32.44,51.16,25.67
1,0,28,1,0,0,0,1,0,0,0,1,0,0,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,54.66,68.01,28.41
0,0,28,1,1,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,87.57,64.72,20.69
0,1,51,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,100,71.5,17
0,1,47,1,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,74.48,55.63,18.65
1,0,44,1,1,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,58.88,74.89,28.76
1,0,22,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,67.93,75.32,31.33
1,0,22,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,56.48,62.83,26.33
1,0,29,1,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,60.56,67.19,28.08
0,1,24,1,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,88.46,78.15,30.06
1,1,33,1,1,0,0,0,0,0,0,0,1,0,6,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,78.65,79.95,37.18
1,0,48,1,0,1,0,0,0,0,1,0,0,0,17,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,52.56,69.83,26.73
0,0,34,1,0,0,1,0,0,0,0,1,0,0,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,67.74,90.02,30.81
1,0,36,1,0,0,0,1,0,0,0,1,0,0,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,83.49,75.23,28.89
1,0,30,1,0,1,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,92.76,78.03,32.41
0,1,47,1,1,0,0,0,1,0,0,0,0,0,15,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,63.15,72.65,25.46
1,0,40,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,82.1,62.97,23.99
0,0,29,1,1,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,86.53,72.54,23.82
0,0,39,1,0,0,0,1,0,1,0,0,0,0,10,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,58.71,68.47,19.79
0,0,30,1,0,1,0,0,0,0,1,0,0,0,5,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,83.77,62.23,19.69
0,1,39,1,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,85.83,65.86,22.75
0,1,60,0,1,0,0,0,0,0,0,0,1,0,25,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,72,70.92,16.77
0,0,29,1,1,0,0,0,0,1,0,0,0,0,6,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,75.29,52.52,15.81
1,1,37,1,0,0,0,1,0,1,0,0,0,0,12,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,69.91,90.2,38.88
1,0,29,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,72.45,66.48,27.79
1,1,37,1,1,0,0,0,0,0,0,1,0,0,7,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,74.22,69.21,30.48
1,1,24,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,64.38,61.62,29.85
1,0,27,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,64.87,66.43,27.77
1,0,28,1,0,0,0,1,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,71.28,81.94,33.98
0,1,31,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,85.2,64.2,24.48
1,0,38,1,0,0,1,0,0,1,0,0,0,0,13,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,57.2,91.05,35.22
1,1,22,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,78.72,78.88,36.75
1,1,34,1,0,0,1,0,0,1,0,0,0,0,11,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,82.96,79.11,36.84
0,0,25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,100,66.36,21.34
1,0,22,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,89.23,60.1,25.24
1,1,25,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,36.4,45.37,23.35
1,1,22,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,95.4,63.62,30.65
1,0,24,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,83.76,59.25,24.9
1,1,44,1,1,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,82.13,79.57,34.63
1,0,33,1,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,64.6,76.4,31.76
1,1,27,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74.85,39.68,21.07
0,1,32,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,80.71,61.46,23.38
1,1,32,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,94.88,75.16,35.27
1,1,35,1,1,0,0,0,1,0,0,0,0,0,8,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,88.36,78.54,34.22
0,1,38,1,0,0,0,1,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,96.21,97.07,35.23
1,1,28,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,74.23,61.63,29.85
0,0,37,1,1,0,0,0,1,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,93.45,84.96,26.39
0,1,38,1,1,0,0,0,0,0,0,1,0,0,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,56.11,64.65,22.26
0,1,35,1,1,0,0,0,0,1,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,89.54,84.91,30.36
1,0,42,1,0,1,0,0,0,0,0,0,0,1,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,82.85,57.71,21.88
0,0,34,1,0,1,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,91.79,58.8,18.32
0,1,33,1,1,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,81.59,59.4,22.56
1,0,36,1,1,0,0,0,0,0,0,1,0,0,9,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,72.79,73.58,28.23
1,0,46,1,1,0,0,0,0,0,0,0,1,0,20,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,64.97,71.19,27.28
0,1,37,1,0,1,0,0,0,0,1,0,0,0,11,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,100,82.16,29.27
1,1,29,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,95.16,82.67,38.27
1,1,27,1,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,86,89.67,41.07
1,0,63,0,1,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,85,80.25,22.9
1,1,24,1,1,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,56.48,53.96,26.78
0,0,28,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,78.49,83.73,28.29
1,1,44,1,1,0,0,0,0,0,0,1,0,0,19,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,80.75,88.83,38.33
1,0,40,1,0,0,1,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,74.78,66.54,25.42
1,0,42,1,0,0,0,1,0,1,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,70.93,71.79,27.51
0,1,24,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,55.94,60.66,23.07
1,0,38,1,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,79.34,62.82,23.93
0,1,47,1,0,0,0,1,0,1,0,0,0,0,14,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,98.16,100.65,36.66
1,1,24,1,1,0,0,0,0,0,0,1,0,0,4,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,100,79.16,36.87
1,0,65,0,1,0,0,0,0,0,0,0,1,0,27,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,84.4,82.52,23.81
0,1,31,1,1,0,0,0,1,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,58.17,56.89,21.56
0,0,47,1,1,0,0,0,1,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,75.49,86.66,27.07
1,1,45,1,1,0,0,0,0,0,0,1,0,0,13,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,53.94,66.3,29.32
0,0,27,1,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,70.12,54.31,16.52
1,0,26,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,74.79,54.3,22.92
0,1,47,1,0,0,0,1,0,0,0,0,1,0,15,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,75.61,95.23,34.49
0,0,59,0,1,0,0,0,0,0,0,1,0,0,19,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,65.11,73.21,13.68
0,1,35,1,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,77.87,78.93,27.97
0,1,31,1,1,0,0,0,0,1,0,0,0,0,8,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,79.88,97.75,37.9
0,0,32,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,76.79,59.76,18.7
1,1,22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,75.24,71.71,33.89
1,0,56,0,1,0,0,0,0,0,0,1,0,0,24,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,60.12,67.12,17.65
1,1,40,1,1,0,0,0,0,0,0,0,1,0,5,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,47.2,53.99,24.4
0,1,41,1,0,0,1,0,0,1,0,0,0,0,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,63.19,73.48,25.79
0,0,43,1,0,1,0,0,0,0,0,0,0,1,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,100,66.77,19.11
0,1,32,1,1,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,81.53,80.65,31.06
1,1,63,0,1,0,0,0,0,0,0,0,1,0,34,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,87.41,92.36,31.75
1,1,42,1,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,86.4,92.53,39.81
1,1,25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,57.02,76.94,35.97
1,1,43,1,0,0,0,1,0,0,0,1,0,0,12,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,81.66,84.86,36.74
1,0,26,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,100,55.67,23.47
1,1,30,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,74.6,87.52,40.21
1,1,57,0,0,0,0,1,0,1,0,0,0,0,24,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,81.36,86.88,29.55
1,1,34,1,0,1,0,0,0,0,1,0,0,0,5,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,84.18,50.58,25.43
1,0,63,0,0,0,0,1,0,0,0,0,1,0,29,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,62.72,89.71,26.68
1,1,54,0,1,0,0,0,0,0,0,1,0,0,17,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,80.41,68.8,22.32
0,1,54,0,1,0,0,0,1,0,0,0,0,0,13,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,56.06,64.87,14.35
1,0,47,1,1,0,0,0,0,1,0,0,0,0,15,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,87.34,99.1,38.44
0,1,35,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,61.23,80.33,28.53
1,0,54,0,0,1,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,86.47,64.32,16.53
0,1,32,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,60.32,53.86,20.35
1,1,28,1,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,72.3,95.11,43.24
0,1,28,1,1,0,0,0,0,0,0,1,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,78.15,70.66,27.06
1,0,27,1,1,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,47.77,56.19,23.68
1,1,46,1,1,0,0,0,1,0,0,0,0,0,11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,67.53,61.74,27.5
0,0,27,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,63.83,58.58,18.23
0,1,28,1,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,100,68.7,26.28
1,0,65,0,0,0,1,0,0,1,0,0,0,0,16,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,81.12,98.34,30.14
0,1,26,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,70.88,60.52,23.01
1,1,26,1,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,38.64,39.68,21.07
0,1,25,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,73.98,64.24,24.5
1,0,53,0,1,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,67.13,78.27,22.11
0,1,54,0,0,1,0,0,0,0,0,0,0,1,22,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,75.35,80.96,20.79
0,0,31,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,69.67,39.21,10.48
1,1,22,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,77.24,57.97,28.39
0,1,64,0,0,0,1,0,0,0,0,1,0,0,28,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,75.93,89.17,24.07
1,1,40,1,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,75.09,70.94,31.18
1,1,33,1,0,0,0,1,0,0,0,0,1,0,11,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,88.17,81.47,37.79
1,1,50,0,0,0,1,0,0,0,0,1,0,0,14,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,57.31,87.36,29.74
0,0,34,1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,53.15,51.44,15.38
1,0,28,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,65.81,51.86,21.94
0,1,24,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,68.77,54.74,20.7
0,1,65,0,0,1,0,0,0,0,0,0,0,1,27,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,53.9,56.97,11.19
0,0,37,1,1,0,0,0,0,0,0,1,0,0,9,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,72.68,68.12,19.65
0,1,28,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,74.68,68.7,26.28
1,0,36,1,0,1,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,81.19,62.24,23.7
0,1,27,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,91.48,76.55,29.42
0,0,23,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,54.39,63.36,20.15
0,1,41,1,1,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,55.86,70.21,24.48
1,0,48,1,0,0,0,1,0,0,0,0,1,0,12,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,86.03,88.36,34.14
0,1,23,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,72.87,61.88,23.55
0,1,41,1,0,1,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,81.62,64.44,22.18
1,1,42,1,0,1,0,0,0,0,0,0,0,1,9,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,65.08,63.36,28.14
1,0,65,0,1,0,0,0,0,0,0,1,0,0,23,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,71.71,71.61,19.44
1,0,53,0,0,0,0,1,0,0,0,1,0,0,17,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,100,91.05,27.22
1,0,42,1,1,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,67.35,72.89,27.96
1,0,40,1,1,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,81.1,71.56,27.43
1,1,35,1,0,0,0,1,0,0,0,0,1,0,10,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,86.56,84.09,36.44
1,1,49,1,1,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,85.35,94.61,40.64
0,1,47,1,1,0,0,0,1,0,0,0,0,0,17,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,67.83,61.79,21.12
0,1,38,1,1,0,0,0,0,1,0,0,0,0,17,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,90.35,103.8,37.92
0,1,40,1,1,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,52.2,70.97,24.79
1,0,40,1,0,1,0,0,0,0,0,0,0,1,15,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,48.86,58.51,22.2
1,0,47,1,1,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,82.29,76.28,29.31
0,0,29,1,1,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,75.57,75.68,25.07
1,0,53,0,1,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,63.35,75.75,21.1
1,0,32,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,82.15,77.59,32.24
0,0,25,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,80.27,74.06,24.42
0,0,45,1,1,0,0,0,0,0,0,1,0,0,22,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,59.88,72.73,21.49
0,1,47,1,1,0,0,0,0,1,0,0,0,0,15,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,46.05,67.55,23.42
0,1,40,1,0,0,0,1,0,1,0,0,0,0,10,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,76.24,86.26,30.91
1,1,63,0,1,0,0,0,1,0,0,0,0,0,29,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,69.14,79.3,26.52
0,0,29,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,53.46,57.76,17.9
0,0,26,1,1,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,92.7,93.52,32.21
1,1,36,1,1,0,0,0,1,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,67.52,61.82,27.53
1,0,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,49.25,39.19,16.88
1,1,23,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,59.29,67.32,32.13
0,0,34,1,0,1,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,84.44,66.53,21.41
